"geolocation","count"
"são tomé, PR, Brasil",4
"boa esperanca, RJ, Brasil",4
"jucás, CE, Brasil",4
"francisco dantas, RN, Brasil",4
"mae d'agua, PB, Brasil",4
"central de santa helena, MG, Brasil",4
"magalhães de almeida, MA, Brasil",4
"vargem grande do soturno, ES, Brasil",4
"barro preto, BA, Brasil",4
"conceição da feira, BA, Brasil",4
"serranópolis do iguaçu, PR, Brasil",4
"conceição das pedras, MG, Brasil",4
"manaíra, PB, Brasil",4
"são miguel do gostoso, RN, Brasil",4
"manfrinopolis, PR, Brasil",4
"pendências, RN, Brasil",4
"penedo, RJ, Brasil",4
"pongaí, SP, Brasil",4
"santana do seridó, RN, Brasil",4
"riachão das neves, BA, Brasil",4
"laje do muriaé, RJ, Brasil",4
"jose da penha, RN, Brasil",4
"tamandaré, PE, Brasil",4
"padre gonzales, RS, Brasil",4
"damianópolis, GO, Brasil",4
"godoy moreira, PR, Brasil",4
"bom jesus, SC, Brasil",4
"são jorge do ivaí, PR, Brasil",4
"são jorge do patrocínio, PR, Brasil",4
"jardim olinda, PR, Brasil",4
"tocos, RJ, Brasil",4
"serio, RS, Brasil",4
"pacuja, CE, Brasil",4
"são josé da coroa grande, PE, Brasil",4
"sao joao da parauna, GO, Brasil",4
"santa barbara do para, PA, Brasil",4
"santana do sobrado, BA, Brasil",4
"são josé da vitória, BA, Brasil",4
"doutor maurício cardoso, RS, Brasil",4
"taquaraçu de minas, MG, Brasil",4
"perola doeste, PR, Brasil",4
"perpétuo socorro, MG, Brasil",4
"sento sé, BA, Brasil",4
"senhora dos remédios, MG, Brasil",4
"maracajá, SC, Brasil",4
"castanheiras, RO, Brasil",4
"jaguaracu, MG, Brasil",4
"ibititá, BA, Brasil",4
"santa cruz da conceição, SP, Brasil",4
"maranhãozinho, MA, Brasil",4
"purilandia, RJ, Brasil",4
"junqueiro, AL, Brasil",4
"itabatan (mucuri), BA, Brasil",4
"apore, GO, Brasil",4
"arapeí, SP, Brasil",4
"piatã, BA, Brasil",4
"barra de são miguel, AL, Brasil",4
"água comprida, MG, Brasil",4
"saúde, BA, Brasil",4
"santa cruz do prata, MG, Brasil",4
"bonfinópolis, GO, Brasil",4
"unistalda, RS, Brasil",4
"dezesseis de novembro, RS, Brasil",4
"são joão, PE, Brasil",4
"satiro dias, BA, Brasil",4
"uniao do oeste, SC, Brasil",4
"ilha grande, PI, Brasil",4
"poço verde, SE, Brasil",4
"teodoro sampaio, BA, Brasil",4
"coqueiro baixo, RS, Brasil",4
"baraúna, RN, Brasil",4
"sarutaiá, SP, Brasil",4
"olhos-d agua, MG, Brasil",4
"amaporã, PR, Brasil",4
"caririaçu, CE, Brasil",4
"engenheiro passos, RJ, Brasil",4
"santo antonio do palma, RS, Brasil",4
"aparecida de são manuel, SP, Brasil",4
"barao do triunfo, RS, Brasil",4
"tracuateua, PA, Brasil",4
"antônio cardoso, BA, Brasil",4
"são vicente ferrer, PE, Brasil",4
"olho d agua das cunhas, MA, Brasil",4
"materlândia, MG, Brasil",4
"são joão do paraíso, MA, Brasil",4
"guamaré, RN, Brasil",4
"coração de maria, BA, Brasil",4
"matias olimpio, PI, Brasil",4
"botuporã, BA, Brasil",4
"uniao da serra, RS, Brasil",4
"mato leitão, RS, Brasil",4
"carajas, PA, Brasil",4
"varzea grande, PI, Brasil",4
"canapi, AL, Brasil",4
"tracunhaém, PE, Brasil",4
"lagoa dos tres cantos, RS, Brasil",4
"banzaê, BA, Brasil",4
"várzea nova, BA, Brasil",4
"são paulo do potengi, RN, Brasil",4
"poção, PE, Brasil",4
"caetés, PE, Brasil",4
"taquaruçu do sul, RS, Brasil",4
"antônio carlos, MG, Brasil",4
"sao rafael, RN, Brasil",4
"alto caparaó, MG, Brasil",4
"sao domingos, MG, Brasil",4
"brazlândia, DF, Brasil",4
"ibicaré, SC, Brasil",4
"mutum parana, RO, Brasil",4
"camocim de são félix, PE, Brasil",4
"cambará do sul, RS, Brasil",4
"são luís do curu, CE, Brasil",4
"campanário, MG, Brasil",4
"nova ubiratã, MT, Brasil",4
"japi, RN, Brasil",4
"inhaúma, MG, Brasil",4
"sao bentinho, PB, Brasil",4
"são sebastião do alto, RJ, Brasil",4
"uiraúna, PB, Brasil",4
"antônio martins, RN, Brasil",4
"agua limpa, GO, Brasil",4
"nova santa bárbara, PR, Brasil",4
"brejolandia, BA, Brasil",4
"mimoso de goias, GO, Brasil",4
"santo antonio das queimadas, PE, Brasil",4
"nova bréscia, RS, Brasil",4
"sao jorge doeste, PR, Brasil",4
"antônio pereira, MG, Brasil",4
"jequitaí, MG, Brasil",4
"álvaro de carvalho, SP, Brasil",4
"taliandia, PA, Brasil",4
"inga, PB, Brasil",4
"áurea, RS, Brasil",4
"jesúpolis, GO, Brasil",4
"nova olinda do maranhão, MA, Brasil",4
"santo antônio do planalto, RS, Brasil",4
"janduís, RN, Brasil",4
"américo de campos, SP, Brasil",4
"moreilândia, PE, Brasil",4
"vila nelita, ES, Brasil",4
"indianópolis, MG, Brasil",4
"inajá, PR, Brasil",4
"caldas brandao, PB, Brasil",4
"guatapará, SP, Brasil",4
"nova brasilandia d oeste, RO, Brasil",4
"poção de pedras, MA, Brasil",4
"nossa senhora das graças, PR, Brasil",4
"miravania, MG, Brasil",4
"guia de pacobaiba, RJ, Brasil",4
"cajapio, MA, Brasil",4
"banabuiú, CE, Brasil",4
"campo azul, MG, Brasil",4
"caiuá, SP, Brasil",4
"sao joao batista, MA, Brasil",4
"santana do capivari, MG, Brasil",4
"imbé de minas, MG, Brasil",4
"buritirana, MA, Brasil",4
"felício dos santos, MG, Brasil",4
"alegrete do piaui, PI, Brasil",4
"sátiro dias, BA, Brasil",4
"lucianópolis, SP, Brasil",4
"pau d'arco, PA, Brasil",4
"figueiropolis d oeste, MT, Brasil",4
"pitimbu, PB, Brasil",4
"pirpirituba, PB, Brasil",4
"santana do serido, RN, Brasil",4
"couto de magalhães, TO, Brasil",4
"rio dos indios, RS, Brasil",4
"tres forquilhas, RS, Brasil",4
"figueiropolis doeste, MT, Brasil",4
"ribeirãozinho, MT, Brasil",4
"são paulo das missões, RS, Brasil",4
"são cristóvão do sul, SC, Brasil",4
"são desidério, BA, Brasil",4
"conceicao da ibitipoca, MG, Brasil",4
"solonópole, CE, Brasil",4
"taiaçu, SP, Brasil",4
"rio grande do piaui, PI, Brasil",4
"varzea, PB, Brasil",4
"óleo, SP, Brasil",4
"jaborá, SC, Brasil",4
"aquidabã, SE, Brasil",3
"jiquirica, BA, Brasil",3
"jericó, PB, Brasil",3
"japoatã, SE, Brasil",3
"lagoa d'anta, RN, Brasil",3
"jandaíra, BA, Brasil",3
"jandaira, RN, Brasil",3
"lagoa santa, GO, Brasil",3
"jamapará, RJ, Brasil",3
"lajeado, TO, Brasil",3
"lajeado grande, SC, Brasil",3
"jamaica, SP, Brasil",3
"jaguaribara, CE, Brasil",3
"jacuizinho, RS, Brasil",3
"leopoldo de bulhões, GO, Brasil",3
"itá, SC, Brasil",3
"lupércio, SP, Brasil",3
"itaóca, SP, Brasil",3
"machadinho doeste, RO, Brasil",3
"macieira, SC, Brasil",3
"itajá, GO, Brasil",3
"isaias coelho, PI, Brasil",3
"ipueira, RN, Brasil",3
"ipecaeta, BA, Brasil",3
"iomerê, SC, Brasil",3
"minas do leão, RS, Brasil",3
"ministro andreazza, RO, Brasil",3
"indiaroba, SE, Brasil",3
"igarapé-miri, PA, Brasil",3
"monteiropolis, AL, Brasil",3
"morro vermelho, MG, Brasil",3
"ibiraçu, ES, Brasil",3
"ibirapuã, BA, Brasil",3
"neópolis, SE, Brasil",3
"nova america, GO, Brasil",3
"nova araçá, RS, Brasil",3
"nova esperança do piriá, PA, Brasil",3
"nova esperança do sudoeste, PR, Brasil",3
"nova pádua, RS, Brasil",3
"guaraqueçaba, PR, Brasil",3
"novo horizonte, SC, Brasil",3
"novo são joaquim, MT, Brasil",3
"paial, SC, Brasil",3
"palminópolis, GO, Brasil",3
"galinhos, RN, Brasil",3
"fênix, PR, Brasil",3
"fragosos, SC, Brasil",3
"foz do jordão, PR, Brasil",3
"paranapoema, PR, Brasil",3
"florínia, SP, Brasil",3
"flores de goiás, GO, Brasil",3
"flores, CE, Brasil",3
"pavão, MG, Brasil",3
"faxinalzinho, RS, Brasil",3
"engenheiro balduino, SP, Brasil",3
"elisiario, SP, Brasil",3
"pinto bandeira, RS, Brasil",3
"duere, TO, Brasil",3
"dom macedo costa, BA, Brasil",3
"divinésia, MG, Brasil",3
"piçarra, PA, Brasil",3
"cândido mendes, MA, Brasil",3
"porto acre, AC, Brasil",3
"porto dos gaúchos, MT, Brasil",3
"puxinana, PB, Brasil",3
"corrego fundo, MG, Brasil",3
"coreaú, CE, Brasil",3
"coqueiros do sul, RS, Brasil",3
"remígio, PB, Brasil",3
"condeúba, BA, Brasil",3
"conceição do almeida, BA, Brasil",3
"rincão, SP, Brasil",3
"cocalzinho de goiás, GO, Brasil",3
"rio grande do piauí, PI, Brasil",3
"chorrochó, BA, Brasil",3
"chapadao do lageado, SC, Brasil",3
"rosário, MA, Brasil",3
"centro novo do maranhão, MA, Brasil",3
"sabáudia, PR, Brasil",3
"centenario, TO, Brasil",3
"cedro de são joão, SE, Brasil",3
"santa cecilia, PB, Brasil",3
"santa clara d oeste, SP, Brasil",3
"carnaúba dos dantas, RN, Brasil",3
"santa cruz do timbo, SC, Brasil",3
"santa filomena, PE, Brasil",3
"carmolandia, TO, Brasil",3
"santa luzia do paruá, MA, Brasil",3
"capão do cipó, RS, Brasil",3
"capitão enéas, MG, Brasil",3
"santa rita da floresta, RJ, Brasil",3
"capitão, RS, Brasil",3
"santa rita doeste, SP, Brasil",3
"candangolandia, DF, Brasil",3
"canaã, MG, Brasil",3
"santo antonio do canaa, ES, Brasil",3
"santo antônio do leste, MT, Brasil",3
"campo alegre do fidalgo, PI, Brasil",3
"santo antônio do tauá, PA, Brasil",3
"santo hipolito, MG, Brasil",3
"santo hipólito, MG, Brasil",3
"sao francisco, PB, Brasil",3
"caldeirão grande, BA, Brasil",3
"sao geraldo do baguari, MG, Brasil",3
"sao goncalo do rio das pedras, MG, Brasil",3
"sao joao dalianca, GO, Brasil",3
"sao joao do sobrado, ES, Brasil",3
"caetanos, BA, Brasil",3
"caem, BA, Brasil",3
"sao mamede, PB, Brasil",3
"brejões, BA, Brasil",3
"sao sebastiao de campos, RJ, Brasil",3
"botelho, SP, Brasil",3
"sapucaia, MG, Brasil",3
"bonfim, RR, Brasil",3
"bodo, RN, Brasil",3
"sertão santana, RS, Brasil",3
"boa vista das missões, RS, Brasil",3
"boa esperança, PR, Brasil",3
"silvianópolis, MG, Brasil",3
"bertópolis, MG, Brasil",3
"bertolinia, PI, Brasil",3
"benedito leite, MA, Brasil",3
"suzanápolis, SP, Brasil",3
"são benedito do rio preto, MA, Brasil",3
"são benedito do sul, PE, Brasil",3
"barão de juparana, RJ, Brasil",3
"são domingos, BA, Brasil",3
"barão ataliba nogueira, SP, Brasil",3
"são francisco da praia, SP, Brasil",3
"barracão, PR, Brasil",3
"barra do tarrachil, BA, Brasil",3
"barra do rio azul, RS, Brasil",3
"são josé do turvo, RJ, Brasil",3
"são joão batista, MA, Brasil",3
"são joão do paraíso, RJ, Brasil",3
"são luiz do norte, GO, Brasil",3
"são miguel das matas, BA, Brasil",3
"são miguel do tapuio, PI, Brasil",3
"são pedro da água branca, MA, Brasil",3
"são pedro do butiá, RS, Brasil",3
"são rafael, RN, Brasil",3
"são valentim, RS, Brasil",3
"avaí, SP, Brasil",3
"tamboril, CE, Brasil",3
"araguaia, ES, Brasil",3
"aporé, GO, Brasil",3
"apora, BA, Brasil",3
"travesseiro, RS, Brasil",3
"antunes, MG, Brasil",3
"três arroios, RS, Brasil",3
"anhandui, MS, Brasil",3
"união de minas, MG, Brasil",3
"alto alegre do pindaré, MA, Brasil",3
"alta floresta doeste, RO, Brasil",3
"vera cruz, RN, Brasil",3
"vicosa, RN, Brasil",3
"vila bela da santíssima trindade, MT, Brasil",3
"vila reis, PR, Brasil",3
"virgínia, MG, Brasil",3
"viçosa, AL, Brasil",3
"adrianópolis, PR, Brasil",3
"xexeu, PE, Brasil",3
"abatiá, PR, Brasil",3
"água doce, SC, Brasil",3
"aparecida do rio negro, TO, Brasil",2
"andré da rocha, RS, Brasil",2
"boa esperança, RJ, Brasil",2
"andre da rocha, RS, Brasil",2
"serra bonita, MG, Brasil",2
"senador la roque, MA, Brasil",2
"sede alvorada, PR, Brasil",2
"sebastiao leal, PI, Brasil",2
"braúnas, MG, Brasil",2
"brejo grande, SE, Brasil",2
"turvelândia, GO, Brasil",2
"brás pires, MG, Brasil",2
"sao lourenco do piaui, PI, Brasil",2
"buíque, PE, Brasil",2
"caiçara do norte, RN, Brasil",2
"caldeirao grande do piaui, PI, Brasil",2
"calmon, SC, Brasil",2
"sao domingos, PE, Brasil",2
"ubaí, MG, Brasil",2
"campinaçu, GO, Brasil",2
"campo alegre de minas, MG, Brasil",2
"santo antônio dos campos, MG, Brasil",2
"americano, PA, Brasil",2
"santo antônio do rio abaixo, MG, Brasil",2
"santo antônio do leverger, MT, Brasil",2
"santo antônio das queimadas, PE, Brasil",2
"campo grande do piauí, PI, Brasil",2
"ulianópolis, PA, Brasil",2
"santo andre, PB, Brasil",2
"canápolis, BA, Brasil",2
"capao da porteira, RS, Brasil",2
"caparaó, MG, Brasil",2
"santa quitéria do maranhão, MA, Brasil",2
"caraíbas, BA, Brasil",2
"carmésia, MG, Brasil",2
"santa fé de minas, MG, Brasil",2
"alvorada do gurgueia, PI, Brasil",2
"união, PI, Brasil",2
"união do oeste, SC, Brasil",2
"sanga puita, MS, Brasil",2
"caxingo, PI, Brasil",2
"ceara mirim, RN, Brasil",2
"salobro, BA, Brasil",2
"cedro do abaete, MG, Brasil",2
"rubinéia, SP, Brasil",2
"rosário do ivaí, PR, Brasil",2
"alto paraíso, RO, Brasil",2
"cha de alegria, PE, Brasil",2
"chaveslandia, MG, Brasil",2
"chã de alegria, PE, Brasil",2
"chã grande, PE, Brasil",2
"rio do antônio, BA, Brasil",2
"ribeirópolis, SE, Brasil",2
"riacho de santo antonio, PB, Brasil",2
"reserva do iguaçu, PR, Brasil",2
"rainha do mar, RS, Brasil",2
"quinta, RS, Brasil",2
"quilometro 14 do mutum, ES, Brasil",2
"queixada, MG, Brasil",2
"cortês, PE, Brasil",2
"prudêncio thomaz, MS, Brasil",2
"cotiporã, RS, Brasil",2
"presidente médici, MA, Brasil",2
"cristinápolis, SE, Brasil",2
"cristópolis, BA, Brasil",2
"altamira do paraná, PR, Brasil",2
"crucilândia, MG, Brasil",2
"cruzeiro do iguaçu, PR, Brasil",2
"potunduva, SP, Brasil",2
"curvelândia, MT, Brasil",2
"pontão, RS, Brasil",2
"ponto do marambaia, MG, Brasil",2
"vargeão, SC, Brasil",2
"pontao, RS, Brasil",2
"diamante d  oeste, PR, Brasil",2
"pocoes de paineiras, MG, Brasil",2
"aliança do tocantins, TO, Brasil",2
"pindaí, BA, Brasil",2
"emilianópolis, SP, Brasil",2
"pilar, PB, Brasil",2
"piao, RJ, Brasil",2
"espigão alto do iguaçu, PR, Brasil",2
"venda branca, SP, Brasil",2
"alexandra, PR, Brasil",2
"pedra do indaiá, MG, Brasil",2
"alegrete do piauí, PI, Brasil",2
"juvenília, MG, Brasil",2
"figueirópolis doeste, MT, Brasil",2
"filadélfia, BA, Brasil",2
"passa três, RJ, Brasil",2
"floripa, SC, Brasil",2
"florínea, SP, Brasil",2
"paranã, TO, Brasil",2
"frei rogério, SC, Brasil",2
"galvão, SC, Brasil",2
"palmópolis, MG, Brasil",2
"garruchos, RS, Brasil",2
"general maynard, SE, Brasil",2
"pacotuba, ES, Brasil",2
"ourém, PA, Brasil",2
"gonçalves dias, MA, Brasil",2
"jurema, PE, Brasil",2
"graccho cardoso, SE, Brasil",2
"oriximina, PA, Brasil",2
"olho dágua das cunhãs, MA, Brasil",2
"olaria, MG, Brasil",2
"novo oriente do piauí, PI, Brasil",2
"guaporanga, SC, Brasil",2
"guarará, MG, Brasil",2
"guia de pacobaíba, RJ, Brasil",2
"nova brasilandia doeste, RO, Brasil",2
"jatobá, MA, Brasil",2
"vila sao francisco, AL, Brasil",2
"nova américa, GO, Brasil",2
"nortelândia, MT, Brasil",2
"hidrolândia, GO, Brasil",2
"ibiajara, BA, Brasil",2
"naque-nanuque, MG, Brasil",2
"mãe d'água, PB, Brasil",2
"mutunópolis, GO, Brasil",2
"muquém de são francisco, BA, Brasil",2
"muquem de sao francisco, BA, Brasil",2
"muliterno, RS, Brasil",2
"mujui dos campos, PA, Brasil",2
"jucuruçu, BA, Brasil",2
"mossâmedes, GO, Brasil",2
"ibitira, BA, Brasil",2
"morro de sao paulo, BA, Brasil",2
"morpará, BA, Brasil",2
"ielmo marinho, RN, Brasil",2
"monção, MA, Brasil",2
"monte gordo (camacari) - distrito, BA, Brasil",2
"iguaraçu, PR, Brasil",2
"ilha dos valadares, PR, Brasil",2
"mondaí, SC, Brasil",2
"miraguaí, RS, Brasil",2
"ingaí, MG, Brasil",2
"ingá, PB, Brasil",2
"mimoso de goiás, GO, Brasil",2
"josé da penha, RN, Brasil",2
"milhã, CE, Brasil",2
"inocência, MS, Brasil",2
"várzea do poço, BA, Brasil",2
"matões, MA, Brasil",2
"matrinchã, GO, Brasil",2
"ipiranga de goiás, GO, Brasil",2
"matias olímpio, PI, Brasil",2
"ipuiúna, MG, Brasil",2
"irapé, SP, Brasil",2
"itacoatiara, AM, Brasil",2
"itacurussá, RJ, Brasil",2
"mar vermelho, AL, Brasil",2
"maquiné, RS, Brasil",2
"itambaracá, PR, Brasil",2
"itapirapuã paulista, SP, Brasil",2
"itapé, BA, Brasil",2
"lutécia, SP, Brasil",2
"itaú, RN, Brasil",2
"jequitibá, MG, Brasil",2
"lindóia do sul, SC, Brasil",2
"ivora, RS, Brasil",2
"limeira do oeste mg, MG, Brasil",2
"jacaraú, PB, Brasil",2
"lagoão, RS, Brasil",2
"lagoa dos três cantos, RS, Brasil",2
"apuiarés, CE, Brasil",2
"água fria de goiás, GO, Brasil",2
"aragoiânia, GO, Brasil",2
"araguana, MA, Brasil",2
"tomé-açú, PA, Brasil",2
"arapuá, MG, Brasil",2
"teresina de goiás, GO, Brasil",2
"telha, SE, Brasil",2
"tecainda, SP, Brasil",2
"arembepe, BA, Brasil",2
"assuncao, PB, Brasil",2
"açucena, MG, Brasil",2
"são vicente, RN, Brasil",2
"são vendelino, RS, Brasil",2
"são sebastião do rio verde, MG, Brasil",2
"são pedro do iguaçu, PR, Brasil",2
"são nicolau, RS, Brasil",2
"são joão do ivaí, PR, Brasil",2
"lagoa do mato, CE, Brasil",2
"são joão de pirabas, PA, Brasil",2
"são joão das missões, MG, Brasil",2
"barra de  santo antônio, AL, Brasil",2
"barra de santo antônio, AL, Brasil",2
"são josé do divino, PI, Brasil",2
"triunfo, PB, Brasil",2
"barra do jacaré, PR, Brasil",2
"lagoa de velhos, RN, Brasil",2
"são félix de minas, MG, Brasil",2
"lagoa de sao francisco, PI, Brasil",2
"angustura, MG, Brasil",2
"* cidade, PR, Brasil",2
"são bento abade, MG, Brasil",2
"bh, MG, Brasil",2
"silvanópolis, TO, Brasil",2
"silvano, MG, Brasil",2
"tunas do paraná, PR, Brasil",2
"bacaxa (saquarema) - distrito, RJ, Brasil",1
"sério, RS, Brasil",1
"lagoa do piaui, PI, Brasil",1
"são vicente ferrer, MA, Brasil",1
"lagoinha do piaui, PI, Brasil",1
"nova padua, RS, Brasil",1
"são tomé, RN, Brasil",1
"baguari, MG, Brasil",1
"guassusse, CE, Brasil",1
"são sebastião, AL, Brasil",1
"antônio gonçalves, BA, Brasil",1
"praia grande (fundão) - distrito, ES, Brasil",1
"cromínia, GO, Brasil",1
"tres irmaos, RJ, Brasil",1
"bandeirantes d'oeste, SP, Brasil",1
"guassussê, CE, Brasil",1
"antunes (igaratinga), MG, Brasil",1
"águas frias, SC, Brasil",1
"são joão do itaperiú, SC, Brasil",1
"poço redondo, SE, Brasil",1
"lagoa salgada, RN, Brasil",1
"jandaíra, RN, Brasil",1
"curral de cima, PB, Brasil",1
"são josé do xingu, MT, Brasil",1
"joselândia, MA, Brasil",1
"córrego danta, MG, Brasil",1
"são josé do divino, MG, Brasil",1
"nova américa da colina, PR, Brasil",1
"são josé do campestre, RN, Brasil",1
"são josé da tapera, AL, Brasil",1
"água preta, PE, Brasil",1
"são geraldo da piedade, MG, Brasil",1
"almirante tamandaré do sul, RS, Brasil",1
"são francisco do brejão, MA, Brasil",1
"são domingos do sul, RS, Brasil",1
"são domingos do araguaia, PA, Brasil",1
"são domingos, PE, Brasil",1
"barão do triunfo, RS, Brasil",1
"araguaçu, TO, Brasil",1
"são brás, AL, Brasil",1
"várzea, PB, Brasil",1
"são bernardino, SC, Brasil",1
"mendonca, MG, Brasil",1
"ipecaetá, BA, Brasil",1
"angical do piauí, PI, Brasil",1
"são bentinho, PB, Brasil",1
"belém, PB, Brasil",1
"bequimão, MA, Brasil",1
"sitio novo, RN, Brasil",1
"bertolínia, PI, Brasil",1
"divino de são lourenço, ES, Brasil",1
"silveira carvalho, MG, Brasil",1
"planaltina do paraná, PR, Brasil",1
"divinópolis de goiás, GO, Brasil",1
"natércia, MG, Brasil",1
"tunápolis, SC, Brasil",1
"aliança, PE, Brasil",1
"andrequice, MG, Brasil",1
"pinhão, SE, Brasil",1
"boa esperança do iguaçu, PR, Brasil",1
"pinhal da serra, RS, Brasil",1
"tuparece, MG, Brasil",1
"boa ventura, RJ, Brasil",1
"sete de setembro, RS, Brasil",1
"serra dos dourados, PR, Brasil",1
"embaúba, SP, Brasil",1
"xexéu, PE, Brasil",1
"termas de ibira, SP, Brasil",1
"engenheiro balduíno, SP, Brasil",1
"várzea grande, PI, Brasil",1
"brejo bonito, MG, Brasil",1
"sao miguel do aleixo, SE, Brasil",1
"picada café, RS, Brasil",1
"josé boiteux, SC, Brasil",1
"sao mateus de minas, MG, Brasil",1
"brejolândia, BA, Brasil",1
"piancó, PB, Brasil",1
"aparecida doeste, SP, Brasil",1
"buritirama, MA, Brasil",1
"tamoios (cabo frio), RJ, Brasil",1
"sao jose do ribeirao, RJ, Brasil",1
"cabaceiras do paraguaçu, BA, Brasil",1
"anagé, BA, Brasil",1
"cacaulândia, RO, Brasil",1
"sao joao de petropolis, ES, Brasil",1
"penedo (itatiaia), RJ, Brasil",1
"pedrao, BA, Brasil",1
"caldeirão grande do piauí, PI, Brasil",1
"leópolis, PR, Brasil",1
"cambiasca, RJ, Brasil",1
"pedra menina, MG, Brasil",1
"martinho prado junior, SP, Brasil",1
"sao bras, AL, Brasil",1
"martinesia, MG, Brasil",1
"campo alegre de lourdes, bahia, brasil, BA, Brasil",1
"paulistânia, SP, Brasil",1
"tomé-açu, PA, Brasil",1
"fernão, SP, Brasil",1
"pau d'arco, AL, Brasil",1
"pau d  arco, PA, Brasil",1
"santo antônio do canaã, ES, Brasil",1
"amapá do maranhão, MA, Brasil",1
"santo antônio do caiuá, PR, Brasil",1
"santo antônio de goiás, GO, Brasil",1
"morro de são paulo, BA, Brasil",1
"mariental, PR, Brasil",1
"morro agudo de goiás, GO, Brasil",1
"florinea, SP, Brasil",1
"santo aleixo, RJ, Brasil",1
"isaías coelho, PI, Brasil",1
"vermelho, MG, Brasil",1
"lamarao, BA, Brasil",1
"amapa do maranhao, MA, Brasil",1
"amanari, CE, Brasil",1
"alvorada do oeste, RO, Brasil",1
"fonseca, MG, Brasil",1
"santa maria, RN, Brasil",1
"alvorada do gurguéia, PI, Brasil",1
"tapuirama, MG, Brasil",1
"paraju, ES, Brasil",1
"igaporã, BA, Brasil",1
"fátima, TO, Brasil",1
"carnaiba do sertao, BA, Brasil",1
"igarapé-açu, PA, Brasil",1
"união da serra, RS, Brasil",1
"santa cecília do pavão, PR, Brasil",1
"lages, CE, Brasil",1
"itaguaçu da bahia, BA, Brasil",1
"união do sul, MT, Brasil",1
"santa cecília, PB, Brasil",1
"santa amélia, PR, Brasil",1
"monte bonito, RS, Brasil",1
"sandolândia, TO, Brasil",1
"monte alverne, RS, Brasil",1
"sampaio correia, RJ, Brasil",1
"gloria, BA, Brasil",1
"érico cardoso, BA, Brasil",1
"pacujá, CE, Brasil",1
"sacra família do tinguá, RJ, Brasil",1
"água boa, PR, Brasil",1
"rubiao junior, SP, Brasil",1
"vitorinos, MG, Brasil",1
"vitorinos - alto rio doce, MG, Brasil",1
"governador eugênio barros, MA, Brasil",1
"romelândia, SC, Brasil",1
